unit,signal,type,group,pin
0,GND1,P,,9
0,GND2,P,,25
0,VCC1,P,,8
0,VCC2,P,,24
1,A0,I,L0,1
1,A1,I,L0,2
1,A2,I,L0,3
1,A3,I,L0,4
1,A4,I,L0,13
1,A5,I,L0,14
1,A6,I,L0,15
1,A7,I,L0,16
1,A8,I,L0,17
1,A9,I,L0,18
1,A10,I,L0,19
1,A11,I,L0,20
1,A12,I,L0,21
1,A13,I,L0,29
1,A14,I,L0,30
1,A15,I,L0,31
1,A16,I,L0,32
1,CS,NI,L1,5
1,OE,NI,L1,28
1,WE,NI,L1,12
1,D0,OZ,R0,6
1,D1,OZ,R0,7
1,D2,OZ,R0,10
1,D3,OZ,R0,11
1,D4,OZ,R0,22
1,D5,OZ,R0,23
1,D6,OZ,R0,26
1,D7,OZ,R0,27
